,loss,accuracy,val_loss,val_accuracy,lr
0,1.6912175416946411,0.3611987233161926,1.6920174360275269,0.2982456088066101,0.009999999776482582
1,1.6521762609481812,0.4621451199054718,1.6796404123306274,0.2982456088066101,0.009999999776482582
2,1.604867696762085,0.5378549098968506,1.6703366041183472,0.2982456088066101,0.009999999776482582
3,1.5273840427398682,0.5930599570274353,1.6627706289291382,0.2982456088066101,0.009999999776482582
4,1.4185714721679688,0.5962145328521729,1.654420018196106,0.2982456088066101,0.009999999776482582
5,1.299412727355957,0.602523684501648,1.6467992067337036,0.2982456088066101,0.009999999776482582
6,1.185633897781372,0.6356467008590698,1.6396527290344238,0.2982456088066101,0.009999999776482582
7,1.0955253839492798,0.6403785347938538,1.633531928062439,0.2982456088066101,0.009999999776482582
8,1.0335501432418823,0.6687697172164917,1.6269361972808838,0.2982456088066101,0.009999999776482582
9,0.9543401002883911,0.6955835819244385,1.6200687885284424,0.3040935695171356,0.009999999776482582
10,0.8785701990127563,0.738170325756073,1.6116821765899658,0.31578946113586426,0.009999999776482582
11,0.8270851969718933,0.7365930676460266,1.6026406288146973,0.32163742184638977,0.009999999776482582
12,0.7514609694480896,0.7870662212371826,1.593529462814331,0.35087719559669495,0.009999999776482582
13,0.6894352436065674,0.8170347213745117,1.5823920965194702,0.3976608216762543,0.009999999776482582
14,0.6561138033866882,0.8138801455497742,1.5713101625442505,0.42105263471603394,0.009999999776482582
15,0.5856054425239563,0.840694010257721,1.5608983039855957,0.4385964870452881,0.009999999776482582
16,0.5487470626831055,0.8548895716667175,1.5508683919906616,0.4444444477558136,0.009999999776482582
17,0.5301296710968018,0.8564668893814087,1.5433335304260254,0.4444444477558136,0.009999999776482582
18,0.4957892596721649,0.8706624507904053,1.5238971710205078,0.46783626079559326,0.009999999776482582
19,0.4534023404121399,0.891167163848877,1.5125503540039062,0.5146198868751526,0.009999999776482582
20,0.4320589601993561,0.9132491946220398,1.4930795431137085,0.5380116701126099,0.009999999776482582
21,0.40172839164733887,0.9369085431098938,1.474916934967041,0.5497075915336609,0.009999999776482582
